series_id	year	period	value	footnote_codes
LAUCN010170000000006	2022	M07	15886	
LAUCN010170000000006	2022	M08	16011	
LAUCN010170000000006	2022	M09	15925	
LAUCN010170000000006	2022	M10	15939	
LAUCN010170000000006	2022	M11	15892	
LAUCN010170000000006	2022	M12	15926	
LAUCN010190000000006	2022	M01	11642	
LAUCN010190000000006	2022	M02	11645	
LAUCN010190000000006	2022	M03	11665	
LAUCN010190000000006	2022	M04	11702	
LAUCN010190000000006	2022	M05	11828	
LAUCN010190000000006	2022	M06	11716	
LAUCN010190000000006	2022	M07	11753	
LAUCN010190000000006	2022	M08	11741	
LAUCN010190000000006	2022	M09	11680	
LAUCN010190000000006	2022	M10	11706	
LAUCN010190000000006	2022	M11	11636	
LAUCN010190000000006	2022	M12	11629	
LAUCN010210000000006	2022	M01	20136	
LAUCN010210000000006	2022	M02	20167	
LAUCN010210000000006	2022	M03	20262	
LAUCN010210000000006	2022	M04	20110	
LAUCN010210000000006	2022	M05	20187	
LAUCN010210000000006	2022	M06	20349	
LAUCN010210000000006	2022	M07	20489	
LAUCN010210000000006	2022	M08	20387	
LAUCN010210000000006	2022	M09	20240	
LAUCN010210000000006	2022	M10	20434	
LAUCN010210000000006	2022	M11	20219	
LAUCN010210000000006	2022	M12	20212	
LAUCN010230000000006	2022	M01	4370	
LAUCN010230000000006	2022	M02	4361	
LAUCN010230000000006	2022	M03	4400	
LAUCN010230000000006	2022	M04	4329	
LAUCN010230000000006	2022	M05	4321	
LAUCN010230000000006	2022	M06	4340	
LAUCN010230000000006	2022	M07	4287	
LAUCN010230000000006	2022	M08	4267	
LAUCN010230000000006	2022	M09	4158	
LAUCN010230000000006	2022	M10	4234	
LAUCN010230000000006	2022	M11	4218	
LAUCN010230000000006	2022	M12	4296	
LAUCN010250000000006	2022	M01	7723	
LAUCN010250000000006	2022	M02	7725	
LAUCN010250000000006	2022	M03	7715	
LAUCN010250000000006	2022	M04	7653	
LAUCN010250000000006	2022	M05	7666	
LAUCN010250000000006	2022	M06	7749	
LAUCN010250000000006	2022	M07	7653	
LAUCN010250000000006	2022	M08	7687	
LAUCN010250000000006	2022	M09	7652	
LAUCN010250000000006	2022	M10	7663	
LAUCN010250000000006	2022	M11	7628	
LAUCN010250000000006	2022	M12	7805	
LAUCN010270000000006	2022	M01	6044	
LAUCN010270000000006	2022	M02	6050	
LAUCN010270000000006	2022	M03	6108	
LAUCN010270000000006	2022	M04	6060	
LAUCN010270000000006	2022	M05	6123	
LAUCN010270000000006	2022	M06	6201	
LAUCN010270000000006	2022	M07	6243	
LAUCN010270000000006	2022	M08	6178	
LAUCN010270000000006	2022	M09	6284	
LAUCN010270000000006	2022	M10	6125	
LAUCN010270000000006	2022	M11	6053	
LAUCN010270000000006	2022	M12	6083	
LAUCN010290000000006	2022	M01	6079	
LAUCN010290000000006	2022	M02	6116	
LAUCN010290000000006	2022	M03	6082	
LAUCN010290000000006	2022	M04	6059	
LAUCN010290000000006	2022	M05	6109	
LAUCN010290000000006	2022	M06	6175	
LAUCN010290000000006	2022	M07	6197	
LAUCN010290000000006	2022	M08	6221	
LAUCN010290000000006	2022	M09	6188	
LAUCN010290000000006	2022	M10	6197	
LAUCN010290000000006	2022	M11	6134	
LAUCN010290000000006	2022	M12	6135	
LAUCN010310000000006	2022	M01	21520	
LAUCN010310000000006	2022	M02	21511	
LAUCN010310000000006	2022	M03	21557	
LAUCN010310000000006	2022	M04	21498	
LAUCN010310000000006	2022	M05	21507	
LAUCN010310000000006	2022	M06	21565	
LAUCN010310000000006	2022	M07	21518	
LAUCN010310000000006	2022	M08	21909	
LAUCN010310000000006	2022	M09	21675	
LAUCN010310000000006	2022	M10	21763	
LAUCN010310000000006	2022	M11	21587	
LAUCN010310000000006	2022	M12	21560	
LAUCN010330000000006	2022	M01	23633	
LAUCN010330000000006	2022	M02	23641	
LAUCN010330000000006	2022	M03	23960	
LAUCN010330000000006	2022	M04	23827	
LAUCN010330000000006	2022	M05	23896	
LAUCN010330000000006	2022	M06	23895	
LAUCN010330000000006	2022	M07	23881	
LAUCN010330000000006	2022	M08	23880	
LAUCN010330000000006	2022	M09	23830	
LAUCN010330000000006	2022	M10	23958	
LAUCN010330000000006	2022	M11	23942	
LAUCN010330000000006	2022	M12	23761	
LAUCN010350000000006	2022	M01	4186	
LAUCN010350000000006	2022	M02	4202	
LAUCN010350000000006	2022	M03	4149	
LAUCN010350000000006	2022	M04	4212	
LAUCN010350000000006	2022	M05	4244	
LAUCN010350000000006	2022	M06	4284	
LAUCN010350000000006	2022	M07	4336	
LAUCN010350000000006	2022	M08	4297	
LAUCN010350000000006	2022	M09	4262	
LAUCN010350000000006	2022	M10	4264	
LAUCN010350000000006	2022	M11	4232	
LAUCN010350000000006	2022	M12	4229	
LAUCN010370000000006	2022	M01	4364	
LAUCN010370000000006	2022	M02	4389	
LAUCN010370000000006	2022	M03	4413	
LAUCN010370000000006	2022	M04	4413	
LAUCN010370000000006	2022	M05	4436	
LAUCN010370000000006	2022	M06	4490	
LAUCN010370000000006	2022	M07	4464	
LAUCN010370000000006	2022	M08	4494	
LAUCN010370000000006	2022	M09	4502	
LAUCN010370000000006	2022	M10	4548	
LAUCN010370000000006	2022	M11	4497	
LAUCN010370000000006	2022	M12	4503	
LAUCN010390000000006	2022	M01	15181	
LAUCN010390000000006	2022	M02	15092	
LAUCN010390000000006	2022	M03	15063	
LAUCN010390000000006	2022	M04	15063	
LAUCN010390000000006	2022	M05	15116	
LAUCN010390000000006	2022	M06	15315	
LAUCN010390000000006	2022	M07	15473	
LAUCN010390000000006	2022	M08	15302	
LAUCN010390000000006	2022	M09	15052	
LAUCN010390000000006	2022	M10	15227	
LAUCN010390000000006	2022	M11	15036	
LAUCN010390000000006	2022	M12	14911	
LAUCN010410000000006	2022	M01	5952	
LAUCN010410000000006	2022	M02	5898	
LAUCN010410000000006	2022	M03	5905	
LAUCN010410000000006	2022	M04	5820	
LAUCN010410000000006	2022	M05	5817	
LAUCN010410000000006	2022	M06	5939	
LAUCN010410000000006	2022	M07	6081	
LAUCN010410000000006	2022	M08	6074	
LAUCN010410000000006	2022	M09	6015	
LAUCN010410000000006	2022	M10	6207	
LAUCN010410000000006	2022	M11	6064	
LAUCN010410000000006	2022	M12	5941	
LAUCN010430000000006	2022	M01	39295	
LAUCN010430000000006	2022	M02	39334	
LAUCN010430000000006	2022	M03	39642	
LAUCN010430000000006	2022	M04	39738	
LAUCN010430000000006	2022	M05	39927	
LAUCN010430000000006	2022	M06	40062	
LAUCN010430000000006	2022	M07	38848	
LAUCN010430000000006	2022	M08	39095	
LAUCN010430000000006	2022	M09	39018	
LAUCN010430000000006	2022	M10	39189	
LAUCN010430000000006	2022	M11	38977	
LAUCN010430000000006	2022	M12	38921	
LAUCN010450000000006	2022	M01	20950	
LAUCN010450000000006	2022	M02	20887	
LAUCN010450000000006	2022	M03	21046	
LAUCN010450000000006	2022	M04	20977	
LAUCN010450000000006	2022	M05	21014	
LAUCN010450000000006	2022	M06	21121	
LAUCN010450000000006	2022	M07	21351	
LAUCN010450000000006	2022	M08	21388	
LAUCN010450000000006	2022	M09	20950	
LAUCN010450000000006	2022	M10	21080	
LAUCN010450000000006	2022	M11	20937	
LAUCN010450000000006	2022	M12	20917	
LAUCN010470000000006	2022	M01	13838	
LAUCN010470000000006	2022	M02	13854	
LAUCN010470000000006	2022	M03	13835	
LAUCN010470000000006	2022	M04	13658	
LAUCN010470000000006	2022	M05	13747	
LAUCN010470000000006	2022	M06	13919	
LAUCN010470000000006	2022	M07	13929	
LAUCN010470000000006	2022	M08	13960	
LAUCN010470000000006	2022	M09	13614	
LAUCN010470000000006	2022	M10	13675	
LAUCN010470000000006	2022	M11	13483	
LAUCN010470000000006	2022	M12	13482	
LAUCN010490000000006	2022	M01	30916	
LAUCN010490000000006	2022	M02	30967	
LAUCN010490000000006	2022	M03	30883	
LAUCN010490000000006	2022	M04	30860	
LAUCN010490000000006	2022	M05	30924	
LAUCN010490000000006	2022	M06	31595	
LAUCN010490000000006	2022	M07	31596	
LAUCN010490000000006	2022	M08	31250	
LAUCN010490000000006	2022	M09	31111	
LAUCN010490000000006	2022	M10	31419	
LAUCN010490000000006	2022	M11	31159	
LAUCN010490000000006	2022	M12	31063	
LAUCN010510000000006	2022	M01	38065	
LAUCN010510000000006	2022	M02	38070	
LAUCN010510000000006	2022	M03	38087	
LAUCN010510000000006	2022	M04	38064	
LAUCN010510000000006	2022	M05	38189	
LAUCN010510000000006	2022	M06	38276	
LAUCN010510000000006	2022	M07	38413	
LAUCN010510000000006	2022	M08	38563	
LAUCN010510000000006	2022	M09	38115	
LAUCN010510000000006	2022	M10	38235	
LAUCN010510000000006	2022	M11	38410	
LAUCN010510000000006	2022	M12	38316	
LAUCN010530000000006	2022	M01	14087	
LAUCN010530000000006	2022	M02	14174	
LAUCN010530000000006	2022	M03	14198	
LAUCN010530000000006	2022	M04	14092	
LAUCN010530000000006	2022	M05	14224	
LAUCN010530000000006	2022	M06	14342	
LAUCN010530000000006	2022	M07	14261	
LAUCN010530000000006	2022	M08	14363	
LAUCN010530000000006	2022	M09	14303	
LAUCN010530000000006	2022	M10	14311	
LAUCN010530000000006	2022	M11	14207	
LAUCN010530000000006	2022	M12	14200	
LAUCN010550000000006	2022	M01	39297	
LAUCN010550000000006	2022	M02	39445	
LAUCN010550000000006	2022	M03	39358	
LAUCN010550000000006	2022	M04	39386	
LAUCN010550000000006	2022	M05	39508	
LAUCN010550000000006	2022	M06	39776	
LAUCN010550000000006	2022	M07	39524	
LAUCN010550000000006	2022	M08	39305	
LAUCN010550000000006	2022	M09	38830	
LAUCN010550000000006	2022	M10	38893	
LAUCN010550000000006	2022	M11	38980	
LAUCN010550000000006	2022	M12	38985	
LAUCN010570000000006	2022	M01	6610	
LAUCN010570000000006	2022	M02	6625	
LAUCN010570000000006	2022	M03	6644	
LAUCN010570000000006	2022	M04	6727	
LAUCN010570000000006	2022	M05	6706	
LAUCN010570000000006	2022	M06	6738	
LAUCN010570000000006	2022	M07	6481	
LAUCN010570000000006	2022	M08	6456	
LAUCN010570000000006	2022	M09	6553	
LAUCN010570000000006	2022	M10	6524	
LAUCN010570000000006	2022	M11	6508	
LAUCN010570000000006	2022	M12	6513	
LAUCN010590000000006	2022	M01	14385	
LAUCN010590000000006	2022	M02	14401	
LAUCN010590000000006	2022	M03	14510	
LAUCN010590000000006	2022	M04	14515	
LAUCN010590000000006	2022	M05	14541	
LAUCN010590000000006	2022	M06	14648	
LAUCN010590000000006	2022	M07	14646	
LAUCN010590000000006	2022	M08	14699	
LAUCN010590000000006	2022	M09	14600	
LAUCN010590000000006	2022	M10	14603	
LAUCN010590000000006	2022	M11	14606	
LAUCN010590000000006	2022	M12	14625	
LAUCN010610000000006	2022	M01	11093	
LAUCN010610000000006	2022	M02	11051	
LAUCN010610000000006	2022	M03	11071	
LAUCN010610000000006	2022	M04	11012	
LAUCN010610000000006	2022	M05	11089	
LAUCN010610000000006	2022	M06	11236	
LAUCN010610000000006	2022	M07	11434	
LAUCN010610000000006	2022	M08	11400	
LAUCN010610000000006	2022	M09	11350	
LAUCN010610000000006	2022	M10	11631	
LAUCN010610000000006	2022	M11	11464	
LAUCN010610000000006	2022	M12	11374	
LAUCN010630000000006	2022	M01	2754	
LAUCN010630000000006	2022	M02	2750	
LAUCN010630000000006	2022	M03	2694	
LAUCN010630000000006	2022	M04	2741	
LAUCN010630000000006	2022	M05	2713	
LAUCN010630000000006	2022	M06	2751	
LAUCN010630000000006	2022	M07	2766	
LAUCN010630000000006	2022	M08	2755	
LAUCN010630000000006	2022	M09	2726	
LAUCN010630000000006	2022	M10	2764	
LAUCN010630000000006	2022	M11	2729	
LAUCN010630000000006	2022	M12	2730	
LAUCN010650000000006	2022	M01	5824	
LAUCN010650000000006	2022	M02	5860	
LAUCN010650000000006	2022	M03	5787	
LAUCN010650000000006	2022	M04	5762	
LAUCN010650000000006	2022	M05	5743	
LAUCN010650000000006	2022	M06	5878	
LAUCN010650000000006	2022	M07	6052	
LAUCN010650000000006	2022	M08	6072	
LAUCN010650000000006	2022	M09	6080	
LAUCN010650000000006	2022	M10	6273	
LAUCN010650000000006	2022	M11	6138	
LAUCN010650000000006	2022	M12	6062	
LAUCN010670000000006	2022	M01	6971	
LAUCN010670000000006	2022	M02	6958	
LAUCN010670000000006	2022	M03	6981	
LAUCN010670000000006	2022	M04	6970	
LAUCN010670000000006	2022	M05	7011	
LAUCN010670000000006	2022	M06	7070	
LAUCN010670000000006	2022	M07	7130	
LAUCN010670000000006	2022	M08	7113	
LAUCN010670000000006	2022	M09	7058	
LAUCN010670000000006	2022	M10	7171	
LAUCN010670000000006	2022	M11	7124	
LAUCN010670000000006	2022	M12	7085	
LAUCN010690000000006	2022	M01	47512	
LAUCN010690000000006	2022	M02	47589	
LAUCN010690000000006	2022	M03	47866	
LAUCN010690000000006	2022	M04	47800	
LAUCN010690000000006	2022	M05	47964	
LAUCN010690000000006	2022	M06	48051	
LAUCN010690000000006	2022	M07	48174	
LAUCN010690000000006	2022	M08	48257	
LAUCN010690000000006	2022	M09	47966	
LAUCN010690000000006	2022	M10	48229	
LAUCN010690000000006	2022	M11	48227	
LAUCN010690000000006	2022	M12	48366	
LAUCN010710000000006	2022	M01	23111	
LAUCN010710000000006	2022	M02	22948	
LAUCN010710000000006	2022	M03	23082	
LAUCN010710000000006	2022	M04	23089	
LAUCN010710000000006	2022	M05	23284	
LAUCN010710000000006	2022	M06	23413	
LAUCN010710000000006	2022	M07	23546	
LAUCN010710000000006	2022	M08	23362	
LAUCN010710000000006	2022	M09	23080	
LAUCN010710000000006	2022	M10	23189	
LAUCN010710000000006	2022	M11	23071	
LAUCN010710000000006	2022	M12	23050	
LAUCN010730000000006	2022	M01	322542	
LAUCN010730000000006	2022	M02	323925	
LAUCN010730000000006	2022	M03	324911	
LAUCN010730000000006	2022	M04	323563	
LAUCN010730000000006	2022	M05	324658	
LAUCN010730000000006	2022	M06	325440	
LAUCN010730000000006	2022	M07	325289	
LAUCN010730000000006	2022	M08	324577	
LAUCN010730000000006	2022	M09	321712	
LAUCN010730000000006	2022	M10	321754	
LAUCN010730000000006	2022	M11	319827	
LAUCN010730000000006	2022	M12	321280	
LAUCN010750000000006	2022	M01	5723	
LAUCN010750000000006	2022	M02	5708	
LAUCN010750000000006	2022	M03	5739	
LAUCN010750000000006	2022	M04	5696	
LAUCN010750000000006	2022	M05	5707	
LAUCN010750000000006	2022	M06	5751	
LAUCN010750000000006	2022	M07	5875	
LAUCN010750000000006	2022	M08	5760	
LAUCN010750000000006	2022	M09	5677	
LAUCN010750000000006	2022	M10	5712	
LAUCN010750000000006	2022	M11	5666	
LAUCN010750000000006	2022	M12	5675	
LAUCN010770000000006	2022	M01	42494	
LAUCN010770000000006	2022	M02	42484	
LAUCN010770000000006	2022	M03	43070	
LAUCN010770000000006	2022	M04	42928	
LAUCN010770000000006	2022	M05	43086	
LAUCN010770000000006	2022	M06	43107	
LAUCN010770000000006	2022	M07	43054	
LAUCN010770000000006	2022	M08	43039	
LAUCN010770000000006	2022	M09	42842	
LAUCN010770000000006	2022	M10	43120	
LAUCN010770000000006	2022	M11	43093	
LAUCN010770000000006	2022	M12	42715	
LAUCN010790000000006	2022	M01	14573	
LAUCN010790000000006	2022	M02	14569	
LAUCN010790000000006	2022	M03	14632	
LAUCN010790000000006	2022	M04	14604	
LAUCN010790000000006	2022	M05	14667	
LAUCN010790000000006	2022	M06	14836	
LAUCN010790000000006	2022	M07	14838	
LAUCN010790000000006	2022	M08	14847	
LAUCN010790000000006	2022	M09	14724	
LAUCN010790000000006	2022	M10	14863	
LAUCN010790000000006	2022	M11	14835	
LAUCN010790000000006	2022	M12	14847	
LAUCN010810000000006	2022	M01	77865	
LAUCN010810000000006	2022	M02	78751	
LAUCN010810000000006	2022	M03	78787	
LAUCN010810000000006	2022	M04	79161	
LAUCN010810000000006	2022	M05	79015	
LAUCN010810000000006	2022	M06	79715	
LAUCN010810000000006	2022	M07	79268	
LAUCN010810000000006	2022	M08	79934	
LAUCN010810000000006	2022	M09	80176	
LAUCN010810000000006	2022	M10	80366	
LAUCN010810000000006	2022	M11	80332	
LAUCN010810000000006	2022	M12	80224	
LAUCN010830000000006	2022	M01	47499	
LAUCN010830000000006	2022	M02	47925	
LAUCN010830000000006	2022	M03	48183	
LAUCN010830000000006	2022	M04	48165	
LAUCN010830000000006	2022	M05	48262	
LAUCN010830000000006	2022	M06	48562	
LAUCN010830000000006	2022	M07	48612	
LAUCN010830000000006	2022	M08	48447	
LAUCN010830000000006	2022	M09	48244	
LAUCN010830000000006	2022	M10	48575	
LAUCN010830000000006	2022	M11	48756	
LAUCN010830000000006	2022	M12	48785	
LAUCN010850000000006	2022	M01	3512	
LAUCN010850000000006	2022	M02	3493	
LAUCN010850000000006	2022	M03	3465	
LAUCN010850000000006	2022	M04	3429	
LAUCN010850000000006	2022	M05	3436	
LAUCN010850000000006	2022	M06	3493	
LAUCN010850000000006	2022	M07	3570	
LAUCN010850000000006	2022	M08	3572	
LAUCN010850000000006	2022	M09	3516	
LAUCN010850000000006	2022	M10	3560	
LAUCN010850000000006	2022	M11	3518	
LAUCN010850000000006	2022	M12	3502	
LAUCN010870000000006	2022	M01	7823	
LAUCN010870000000006	2022	M02	7862	
LAUCN010870000000006	2022	M03	7859	
LAUCN010870000000006	2022	M04	7847	
LAUCN010870000000006	2022	M05	7807	
LAUCN010870000000006	2022	M06	7921	
LAUCN010870000000006	2022	M07	7899	
LAUCN010870000000006	2022	M08	7942	
LAUCN010870000000006	2022	M09	7854	
LAUCN010870000000006	2022	M10	7864	
LAUCN010870000000006	2022	M11	7849	
LAUCN010870000000006	2022	M12	7816	
LAUCN010890000000006	2022	M01	195995	
LAUCN010890000000006	2022	M02	197892	
LAUCN010890000000006	2022	M03	199062	
LAUCN010890000000006	2022	M04	199124	
LAUCN010890000000006	2022	M05	199474	
LAUCN010890000000006	2022	M06	200343	
LAUCN010890000000006	2022	M07	200087	
LAUCN010890000000006	2022	M08	199485	
LAUCN010890000000006	2022	M09	198636	
LAUCN010890000000006	2022	M10	199390	
LAUCN010890000000006	2022	M11	200392	
LAUCN010890000000006	2022	M12	200888	
LAUCN010910000000006	2022	M01	7500	
LAUCN010910000000006	2022	M02	7525	
LAUCN010910000000006	2022	M03	7491	
LAUCN010910000000006	2022	M04	7557	
LAUCN010910000000006	2022	M05	7617	
LAUCN010910000000006	2022	M06	7747	
LAUCN010910000000006	2022	M07	7565	
LAUCN010910000000006	2022	M08	7665	
LAUCN010910000000006	2022	M09	7678	
LAUCN010910000000006	2022	M10	7737	
LAUCN010910000000006	2022	M11	7638	
LAUCN010910000000006	2022	M12	7606	
LAUCN010930000000006	2022	M01	13647	
LAUCN010930000000006	2022	M02	13682	
LAUCN010930000000006	2022	M03	13752	
LAUCN010930000000006	2022	M04	13931	
LAUCN010930000000006	2022	M05	13871	
LAUCN010930000000006	2022	M06	13981	
LAUCN010930000000006	2022	M07	13828	
LAUCN010930000000006	2022	M08	13765	
LAUCN010930000000006	2022	M09	13677	
LAUCN010930000000006	2022	M10	13872	
LAUCN010930000000006	2022	M11	13822	
LAUCN010930000000006	2022	M12	13864	
LAUCN010950000000006	2022	M01	45102	
LAUCN010950000000006	2022	M02	45235	
LAUCN010950000000006	2022	M03	45417	
LAUCN010950000000006	2022	M04	45346	
LAUCN010950000000006	2022	M05	45437	
LAUCN010950000000006	2022	M06	45752	
LAUCN010950000000006	2022	M07	45707	
LAUCN010950000000006	2022	M08	45713	
LAUCN010950000000006	2022	M09	45459	
LAUCN010950000000006	2022	M10	45626	
LAUCN010950000000006	2022	M11	45414	
LAUCN010950000000006	2022	M12	45361	
LAUCN010970000000006	2022	M01	191605	
LAUCN010970000000006	2022	M02	192522	
LAUCN010970000000006	2022	M03	192645	
LAUCN010970000000006	2022	M04	191248	
LAUCN010970000000006	2022	M05	191853	
LAUCN010970000000006	2022	M06	192195	
LAUCN010970000000006	2022	M07	192808	
LAUCN010970000000006	2022	M08	193070	
LAUCN010970000000006	2022	M09	191489	
LAUCN010970000000006	2022	M10	192644	
LAUCN010970000000006	2022	M11	192605	
LAUCN010970000000006	2022	M12	193070	
LAUCN010990000000006	2022	M01	7332	
LAUCN010990000000006	2022	M02	7383	
LAUCN010990000000006	2022	M03	7414	
LAUCN010990000000006	2022	M04	7388	
LAUCN010990000000006	2022	M05	7365	
LAUCN010990000000006	2022	M06	7412	
LAUCN010990000000006	2022	M07	7390	
LAUCN010990000000006	2022	M08	7224	
LAUCN010990000000006	2022	M09	7168	
LAUCN010990000000006	2022	M10	7212	
LAUCN010990000000006	2022	M11	7141	
LAUCN010990000000006	2022	M12	7171	
LAUCN011010000000006	2022	M01	107018	
LAUCN011010000000006	2022	M02	107109	
LAUCN011010000000006	2022	M03	106952	
LAUCN011010000000006	2022	M04	106669	
LAUCN011010000000006	2022	M05	106839	
LAUCN011010000000006	2022	M06	107048	
LAUCN011010000000006	2022	M07	107619	
LAUCN011010000000006	2022	M08	108006	
LAUCN011010000000006	2022	M09	106836	
LAUCN011010000000006	2022	M10	107198	
LAUCN011010000000006	2022	M11	107524	
LAUCN011010000000006	2022	M12	107372	
LAUCN011030000000006	2022	M01	60067	
LAUCN011030000000006	2022	M02	60315	
LAUCN011030000000006	2022	M03	60707	
LAUCN011030000000006	2022	M04	60592	
LAUCN011030000000006	2022	M05	60811	
LAUCN011030000000006	2022	M06	61252	
LAUCN011030000000006	2022	M07	61040	
LAUCN011030000000006	2022	M08	61078	
LAUCN011030000000006	2022	M09	60745	
LAUCN011030000000006	2022	M10	60858	
LAUCN011030000000006	2022	M11	61073	
LAUCN011030000000006	2022	M12	61306	
LAUCN011050000000006	2022	M01	3088	
LAUCN011050000000006	2022	M02	3074	
LAUCN011050000000006	2022	M03	3049	
LAUCN011050000000006	2022	M04	2987	
LAUCN011050000000006	2022	M05	3068	
LAUCN011050000000006	2022	M06	3098	
LAUCN011050000000006	2022	M07	3158	
LAUCN011050000000006	2022	M08	3125	
LAUCN011050000000006	2022	M09	3069	
LAUCN011050000000006	2022	M10	3151	
LAUCN011050000000006	2022	M11	3079	
LAUCN011050000000006	2022	M12	3044	
LAUCN011070000000006	2022	M01	7537	
LAUCN011070000000006	2022	M02	7587	
LAUCN011070000000006	2022	M03	7552	
LAUCN011070000000006	2022	M04	7553	
LAUCN011070000000006	2022	M05	7524	
LAUCN011070000000006	2022	M06	7633	
LAUCN011070000000006	2022	M07	7730	
LAUCN011070000000006	2022	M08	7756	
LAUCN011070000000006	2022	M09	7776	
LAUCN011070000000006	2022	M10	7905	
LAUCN011070000000006	2022	M11	7838	
LAUCN011070000000006	2022	M12	7781	
LAUCN011090000000006	2022	M01	16177	
LAUCN011090000000006	2022	M02	16177	
LAUCN011090000000006	2022	M03	16090	
LAUCN011090000000006	2022	M04	16031	
LAUCN011090000000006	2022	M05	15976	
LAUCN011090000000006	2022	M06	16019	
LAUCN011090000000006	2022	M07	16018	
LAUCN011090000000006	2022	M08	16077	
LAUCN011090000000006	2022	M09	16170	
LAUCN011090000000006	2022	M10	16306	
LAUCN011090000000006	2022	M11	16210	
LAUCN011090000000006	2022	M12	16124	
LAUCN011110000000006	2022	M01	9645	
LAUCN011110000000006	2022	M02	9657	
LAUCN011110000000006	2022	M03	9700	
LAUCN011110000000006	2022	M04	9616	
LAUCN011110000000006	2022	M05	9691	
